issn,scope,index,h_index,quartile.year,quartile.quartile_value,sjr.year,sjr.sjr_value,impact_factor.year,impact_factor.impact_factor_value,quartile
1930-8337,"Inverse Problems and Imaging publishes research articles of the highest quality that employ innovative mathematical and modeling techniques to study inverse and imaging problems arising in engineering and other sciences. Every published paper has a strong mathematical orientation employing methods from such areas as control theory, discrete mathematics, differential geometry, harmonic analysis, functional analysis, integral geometry, mathematical physics, numerical analysis, optimization, partial differential equations, and stochastic and statistical methods. The field of applications includes medical and other imaging, nondestructive testing, geophysical prospection and remote sensing as well as image analysis and image processing. This journal is committed to recording important new results in its field and will maintain the highest standards of innovation and quality. To be published in this journal, a paper must be correct, novel, nontrivial and of interest to a substantial number of researchers and readers.",WOS,45,2023,Q2,2023,0.538,2023,1.385,
1389-4420,"Optimization and Engineering is a multidisciplinary journal; its primary goal is to promote the application of optimization methods in the general area of engineering sciences. We expect submissions to OPTE not only to make a significant optimization contribution but also to impact a specific engineering application. Topics of Interest: -Optimization: All methods and algorithms of mathematical optimization, including blackbox and derivative-free optimization, continuous optimization, discrete optimization, global optimization, linear and conic optimization, multiobjective optimization, PDE-constrained optimization & control, and stochastic optimization. Numerical and implementation issues, optimization software, benchmarking, and case studies. -Engineering Sciences: Aerospace engineering, biomedical engineering, chemical & process engineering, civil, environmental, & architectural engineering, electrical engineering, financial engineering, geosciences, healthcare engineering, industrial & systems engineering, mechanical engineering & MDO, and robotics.",WOS,48,2023,Q2,2023,0.605,2023,2.598,
0307-904X,"Applied Mathematical Modelling focuses on research related to the mathematical modelling of engineering and environmental processes, manufacturing, and industrial systems. A significant emerging area of research activity involves multiphysics processes, and contributions in this area are particularly encouraged. This influential publication covers a wide spectrum of subjects including heat transfer, fluid mechanics, CFD, and transport phenomena; solid mechanics and mechanics of metals; electromagnets and MHD; reliability modelling and system optimization; finite volume, finite element, and boundary element procedures; modelling of inventory, industrial, manufacturing and logistics systems for viable decision making; civil engineering systems and structures; mineral and energy resources; relevant software engineering issues associated with CAD and CAE; and materials and metallurgical engineering. Applied Mathematical Modelling is primarily interested in papers developing increased insights into real-world problems through novel mathematical modelling, novel applications or a combination of these. Papers employing existing numerical techniques must demonstrate sufficient novelty in the solution of practical problems. Papers on fuzzy logic in decision-making or purely financial mathematics are normally not considered. Research on fractional differential equations, bifurcation, and numerical methods needs to include practical examples. Population dynamics must solve realistic scenarios. Papers in the area of logistics and business modelling should demonstrate meaningful managerial insight. Submissions with no real-world application will not be considered.",WOS,140,2023,Q1,2023,1.000,2023,5.175,
0898-1221,"Computers & Mathematics with Applications provides a medium of exchange for those engaged in fields contributing to building successful simulations for science and engineering using Partial Differential Equations (PDEs). The following are the principal areas of interest of the journal: Modeling using PDEs. Analysis of mathematical models, formulated in terms of PDEs. Discretization Methods and Numerical Analysis for PDEs. Numerical linear and nonlinear algebra. Fast numerical algorithms. Algorithms and Data Structures. Adaptivity. Computational Geometry. Software Design, Code verification and Quality Assurance (QA). Verification and Validation.",WOS,154,2023,Q1,2023,0.949,2023,3.084,
0020-7160,"International Journal of Computer Mathematics (IJCM) is a world-leading journal serving the community of researchers in numerical analysis and scientific computing from academia to industry. IJCM publishes original research papers of high scientific value in fields of computational mathematics with profound applications to science and engineering. IJCM welcomes papers on the analysis and applications of innovative computational strategies as well as those with rigorous explorations of cutting-edge techniques and concerns in computational mathematics. Topics IJCM considers include: • Numerical solutions of systems of partial differential equations • Numerical solution of systems or of multi-dimensional partial differential equations • Theory and computations of nonlocal modelling and fractional partial differential equations • Novel multi-scale modelling and computational strategies • Parallel computations • Numerical optimization and controls • Imaging algorithms and vision configurations • Computational stochastic processes and inverse problems • Stochastic partial differential equations, Monte Carlo simulations and uncertainty quantification • Computational finance and applications • Highly vibrant and robust algorithms, and applications in modern industries, including but not limited to multi-physics, economics and biomedicine.",WOS,56,2023,Q3,2023,0.502,2023,1.919,
1047-3203,"The Journal of Visual Communication and Image Representation publishes papers on state-of-the-art visual communication and image representation, with emphasis on novel technologies and theoretical work in this multidisciplinary area of pure and applied research. The field of visual communication and image representation is considered in its broadest sense and covers both digital and analog aspects as well as processing and communication in biological visual systems.",WOS,96,2023,Q2,2023,0.671,2023,3.395,
0022-247X,"The Journal of Mathematical Analysis and Applications presents papers that treat mathematical analysis and its numerous applications. The journal emphasizes articles devoted to the mathematical treatment of questions arising in physics, chemistry, biology, and engineering, particularly those that stress analytical aspects and novel problems and their solutions. Papers are sought which employ one or more of the following areas of classical analysis: • Analytic number theory • Functional analysis and operator theory • Real and harmonic analysis • Complex analysis • Numerical analysis • Applied mathematics • Partial differential equations • Dynamical systems • Control and Optimization • Probability • Mathematical biology • Combinatorics • Mathematical physics.",WOS,162,2023,Q2,2023,0.816,2023,1.396,
0972-0502,"This is a world leading journal publishing high quality, rigorously peer-reviewed original research in mathematical applications to different disciplines, and to the methodological and theoretical role of mathematics as ground of all the scien­tific disciplines and related areas since 1998. The scope is intentionally broad, but papers must make a novel contribution to the field to be considered for publication. Topics include, but are not limited, to the following: • Interface of Mathematics with other Disciplines • Theoretical Role of Mathematics • Methodological Role of Mathematics • Interface of Statistics with other Disciplines • Cognitive Sciences • Applications of Mathematics • Industrial Mathematics • Dynamical Systems • Mathematical Biology • Fuzzy Mathematics",WOS,23,2023,Q2,2023,0.473,2023,1.346,
0932-8092,"Machine Vision and Applications publishes high-quality technical contributions in machine vision research and development. Specifically, the editors encourage submittals in all applications and engineering aspects of image-related computing. In particular, original contributions dealing with  scientific, commercial, industrial, military, and biomedical applications of machine vision, are all within the scope of the journal. Particular emphasis is placed on engineering and technology aspects of image processing and computer vision. The following aspects of machine vision applications are of interest: algorithms, architectures, VLSI implementations, AI techniques and expert systems for machine vision, front-end sensing, multidimensional and multisensor machine vision, real-time techniques, image databases, virtual reality and visualization. Papers must include a significant experimental validation component.",WOS,77,2023,Q2,2023,0.657,2023,3.236,
2156-8472,"MCRF aims to publish original research as well as expository papers on mathematical control theory and related fields. The goal is to provide a complete and reliable source of mathematical methods and results in this field. The journal will also accept papers from some related fields such as differential equations, functional analysis, probability theory and stochastic analysis, inverse problems, optimization, numerical computation, mathematical finance, information theory, game theory, system theory, etc., provided that they have some intrinsic connections with control theory. MCRF is edited by a group of international leading experts in mathematical control theory and related fields. A key feature of MCRF is the journal's rapid publication, with a special emphasis on the highest  scientific standard. The journal is essential reading for scientists and researchers who wish to keep abreast of the latest developments in the field.",WOS,23,2023,Q2,2023,0.653,2023,1.460,
1051-2004,"Digital Signal Processing: A Review Journal is one of the oldest and most established journals in the field of signal processing yet it aims to be the most innovative. The Journal invites top quality research articles at the frontiers of research in all aspects of signal processing. Our objective is to provide a platform for the publication of ground-breaking research in signal processing with both academic and industrial appeal. The journal has a special emphasis on statistical signal processing methodology such as Bayesian signal processing, and encourages articles on emerging applications of signal processing such as: • big data • machine learning • internet of things • information security • systems biology and computational biology • financial time series analysis • autonomous vehicles • quantum computing • neuromorphic engineering • human-computer interaction and intelligent user interfaces • environmental signal processing • geophysical signal processing including seismic signal processing • chemioinformatics and bioinformatics • audio, visual and performance arts • disaster management and prevention • renewable energy.",WOS,90,2023,Q2,2023,0.799,2023,3.540,
0957-4174,"Expert Systems With Applications is a refereed international journal whose focus is on exchanging information relating to expert and intelligent systems applied in industry, government, and universities worldwide. The thrust of the journal is to publish papers dealing with the design, development, testing, implementation, and/or management of expert and intelligent systems, and also to provide practical guidelines in the development and management of these systems. The journal will publish papers in expert and intelligent systems technology and application in the areas of, but not limited to: finance, accounting, engineering, marketing, auditing, law, procurement and contracting, project management, risk assessment, information management, information retrieval, crisis management, stock trading, strategic management, network management, telecommunications, space  education, intelligent front ends, intelligent database management systems, medicine, chemistry, human resources management, human capital, business, production management, archaeology, economics, energy, and defense. Papers in multi-agent systems, knowledge management, neural networks, knowledge discovery, data and text mining, multimedia mining, and genetic algorithms will also be published in the journal.",WOS,271,2023,Q1,2023,1.875,2023,9.293,
0022-247X,"The Journal of Mathematical Analysis and Applications presents papers that treat mathematical analysis and its numerous applications. The journal emphasizes articles devoted to the mathematical treatment of questions arising in physics, chemistry, biology, and engineering, particularly those that stress analytical aspects and novel problems and their solutions. Papers are sought which employ one or more of the following areas of classical analysis: • Analytic number theory • Functional analysis and operator theory • Real and harmonic analysis • Complex analysis • Numerical analysis • Applied mathematics • Partial differential equations • Dynamical systems • Control and Optimization • Probability • Mathematical biology • Combinatorics • Mathematical physics.",WOS,162,2023,Q2,2023,0.816,2023,1.396,
0016-0032,"The Journal of The Franklin Institute has an established reputation for publishing high-quality papers in the field of engineering and applied mathematics. Its current focus is on control systems, complex networks and dynamic systems, signal processing and communications and their applications. All submitted papers are peer-reviewed. The Journal will publish original research papers and research review papers of substance. Papers and special focus issues are judged upon possible lasting value, which has been and continues to be the strength of the Journal of The Franklin Institute.",WOS,106,2023,Q1,2023,1.191,2023,4.072,
1380-7501,"Multimedia Tools and Applications publishes original research articles on multimedia development and system support tools as well as case studies of multimedia applications. It also features experimental and survey articles. The journal is intended for academics, practitioners, scientists and engineers who are involved in multimedia system research, design and applications. All papers are peer reviewed. Specific areas of interest include: - Multimedia Tools: - Multimedia Applications: - Prototype multimedia systems and platforms",WOS,106,2023,Q2,2023,0.801,2023,4.532,
0266-5611,"An interdisciplinary journal combining mathematical and experimental papers on inverse problems with theoretical, numerical and practical approaches to their solution. As well as applied mathematicians, physical scientists and engineers, the readership includes those working in geophysics, radar, optics, biology, acoustics, communication theory, signal processing and imaging, among others. The emphasis is on publishing original contributions to methods of solving mathematical, physical and applied problems. To be publishable in this journal, papers must meet the highest standards of scientific quality, contain significant and original new science and should present substantial advancement in the field. Due to the broad scope of the journal, we require that authors provide sufficient introductory material to appeal to the wide readership and that articles which are not explicitly applied include a discussion of possible applications.",WOS,127,2023,Q1,2023,1.185,2023,2.046,
0938-8974,"The mission of the Journal of Nonlinear  Science is to publish papers that augment the fundamental ways we describe, model, and predict nonlinear phenomena. Papers should make an original contribution to at least one technical area and should in addition illuminate issues beyond that area's boundaries. Even excellent papers in a narrow field of interest are not appropriate for the journal. Papers can be oriented toward theory, experimentation, algorithms, numerical simulations, or applications as long as the work is creative and sound. Excessively theoretical work in which the application to natural phenomena is not apparent (at least through similar techniques) or in which the development of fundamental methodologies is not present is probably not appropriate. In turn, papers oriented toward experimentation, numerical simulations, or applications must not simply report results without an indication of what a theoretical explanation might be. All papers should be submitted in English and must meet common standards of usage and grammar. In addition, because ours is a multidisciplinary subject, at minimum the introduction to the paper should be readable to a broad range of scientists and not only to specialists in the subject area. The  scientific importance of the paper and its conclusions should be made clear in the introduction-this means that not only should the problem you study be presented, but its historical background, its relevance to science and technology, the specific phenomena it can be used to describe or investigate, and the outstanding open issues related to it should be explained. Failure to achieve this could disqualify the paper.",WOS,64,2023,Q1,2023,1.179,2023,2.500,
1063-5203,"Applied and Computational Harmonic Analysis (ACHA) is an interdisciplinary journal that publishes high-quality papers in all areas of mathematical sciences related to the applied and computational aspects of harmonic analysis, with special emphasis on innovative theoretical development, methods, and algorithms, for information processing, manipulation, understanding, and so forth. The objectives of the journal are to chronicle the important publications in the rapidly growing field of data representation and analysis, to stimulate research in relevant interdisciplinary areas, and to provide a common link among mathematical, physical, and life scientists, as well as engineers.",WOS,98,2023,Q1,2023,2.231,2023,2.734,
0307-904X,"Applied Mathematical Modelling focuses on research related to the mathematical modelling of engineering and environmental processes, manufacturing, and industrial systems. A significant emerging area of research activity involves multiphysics processes, and contributions in this area are particularly encouraged. This influential publication covers a wide spectrum of subjects including heat transfer, fluid mechanics, CFD, and transport phenomena; solid mechanics and mechanics of metals; electromagnets and MHD; reliability modelling and system optimization; finite volume, finite element, and boundary element procedures; modelling of inventory, industrial, manufacturing and logistics systems for viable decision making; civil engineering systems and structures; mineral and energy resources; relevant software engineering issues associated with CAD and CAE; and materials and metallurgical engineering. Applied Mathematical Modelling is primarily interested in papers developing increased insights into real-world problems through novel mathematical modelling, novel applications or a combination of these. Papers employing existing numerical techniques must demonstrate sufficient novelty in the solution of practical problems. Papers on fuzzy logic in decision-making or purely financial mathematics are normally not considered. Research on fractional differential equations, bifurcation, and numerical methods needs to include practical examples. Population dynamics must solve realistic scenarios. Papers in the area of logistics and business modelling should demonstrate meaningful managerial insight. Submissions with no real-world application will not be considered.",WOS,140,2023,Q1,2023,1.000,2023,5.175,
1937-1632,"Series S of Discrete and Continuous Dynamical Systems only publishes theme issues. Each issue is devoted to a specific area of the mathematical, physical and engineering sciences. This area will define a research frontier that is advancing rapidly, often bridging mathematics and sciences. DCDS-S is essential reading for mathematicians, physicists, engineers and other physical scientists. The journal is published bimonthly.",WOS,40,2023,Q2,2023,0.541,2023,1.591,
2163-2480,"EECT is primarily devoted to papers on analysis and control of infinite dimensional systems with emphasis on applications to PDE's and FDEs. Topics include: * Modeling of physical systems as infinite-dimensional processes * Direct problems such as existence, regularity and well-posedness * Stability, long-time behavior and associated dynamical attractors * Indirect problems such as exact controllability, reachability theory and inverse problems * Optimization - including shape optimization - optimal control, game theory and calculus of variations * Well-posedness, stability and control of coupled systems with an interface. Free boundary problems and problems with moving interface(s) * Applications of the theory to physics, chemistry, engineering, economics, medicine and biology",WOS,23,2023,Q1,2023,0.888,2023,2.030,
0278-081X,"Rapid developments in the analog and digital processing of signals for communication, control, and computer systems have made the theory of electrical circuits and signal processing a burgeoning area of research and design. The aim of Circuits, Systems, and Signal Processing (CSSP) is to help meet the needs of outlets for significant research papers and state-of-the-art review articles in the area. The scope of the journal is broad, ranging from mathematical foundations to practical engineering design. It encompasses, but is not limited to, such topics as linear and nonlinear networks, distributed circuits and systems, multi-dimensional signals and systems, analog filters and signal processing, digital filters and signal processing, statistical signal processing, multimedia, computer aided design, graph theory, neural systems, communication circuits and systems, and VLSI signal processing. The Editorial Board is international, and papers are welcome from throughout the world. The journal is devoted primarily to research papers, but survey, expository, and tutorial papers are also published. Circuits, Systems, and Signal Processing (CSSP) is published twelve times annually.",WOS,63,2023,Q3,2023,0.509,2023,2.204,
0022-3239,"The Journal of Optimization Theory and Applications is devoted to the publication of carefully selected regular papers, invited papers, survey papers, technical notes, book notices, and forums that cover mathematical optimization techniques and their applications to science and engineering. Typical theoretical areas include linear, nonlinear, mathematical, and dynamic programming. Among the areas of application covered are mathematical economics, mathematical physics and biology, and aerospace, chemical, civil, electrical, and mechanical engineering.",WOS,101,2023,Q2,2023,0.864,2023,1.879,
1930-8337,"Inverse Problems and Imaging publishes research articles of the highest quality that employ innovative mathematical and modeling techniques to study inverse and imaging problems arising in engineering and other sciences. Every published paper has a strong mathematical orientation employing methods from such areas as control theory, discrete mathematics, differential geometry, harmonic analysis, functional analysis, integral geometry, mathematical physics, numerical analysis, optimization, partial differential equations, and stochastic and statistical methods. The field of applications includes medical and other imaging, nondestructive testing, geophysical prospection and remote sensing as well as image analysis and image processing. This journal is committed to recording important new results in its field and will maintain the highest standards of innovation and quality. To be published in this journal, a paper must be correct, novel, nontrivial and of interest to a substantial number of researchers and readers.",WOS,45,2023,Q2,2023,0.538,2023,1.385,
1392-6292,"MATHEMATICAL MODELLING AND ANALYSIS publishes carefully selected papers of the high quality presenting new and important developments in all areas of mathematical modelling and analysis. The scope of the journal includes the following: - All fields of Numerical analysis, - Mathematical aspects of Scientific Computing, - Parallel algorithms, - Mathematical modelling, - Analysis of ODE and PDE, - Approximation theory, - Optimization.",WOS,29,2023,Q2,2023,0.481,2023,1.747,
1019-7168,"Advances in Computational Mathematics publishes high quality, accessible and original articles at the forefront of computational and applied mathematics, with a clear potential for impact across the sciences. The journal emphasizes three core areas: 1) approximation theory and computational geometry, 2) numerical analysis, modelling and simulation, and 3) imaging, signal processing and data analysis. This journal welcomes papers that are accessible to a broad audience in the mathematical sciences and that show either an advance in computational methodology or a novel  scientific application area, or both. Methods papers should rely on rigorous analysis and/or convincing numerical studies.",WOS,67,2023,Q1,2023,0.995,2023,1.763,
1598-5865,"JAMC is a broad based journal covering all branches of computational or applied mathematics with special encouragement to researchers in theoretical computer science and mathematical computing. Major areas, such as numerical analysis, discrete optimization, linear and nonlinear programming, theory of computation, control theory, theory of algorithms, computational logic, applied combinatorics, coding theory, cryptograhics, fuzzy theory with applications, differential equations with applications are all included. A large variety of  scientific problems also necessarily involve Algebra, Analysis, Geometry, Probability and Statistics and so on. The journal welcomes research papers in all branches of mathematics which have some bearing on the application to scientific problems, including papers in the areas of Actuarial  Science, Mathematical Biology, Mathematical Economics and Finance.",WOS,45,2023,Q2,2023,0.659,2023,2.704,
0096-3003,"Applied Mathematics and Computation addresses work at the interface between applied mathematics, numerical computation, and applications of systems – oriented ideas to the physical, biological, social, and behavioral sciences, and emphasizes papers of a computational nature focusing on new algorithms, their analysis and numerical results. In addition to presenting research papers, Applied Mathematics and Computation publishes review articles and single–topics issues.",WOS,174,2023,Q1,2023,1.026,2023,3.991,
2163-2480,"EECT is primarily devoted to papers on analysis and control of infinite dimensional systems with emphasis on applications to PDE's and FDEs. Topics include: * Modeling of physical systems as infinite-dimensional processes * Direct problems such as existence, regularity and well-posedness * Stability, long-time behavior and associated dynamical attractors * Indirect problems such as exact controllability, reachability theory and inverse problems * Optimization - including shape optimization - optimal control, game theory and calculus of variations * Well-posedness, stability and control of coupled systems with an interface. Free boundary problems and problems with moving interface(s) * Applications of the theory to physics, chemistry, engineering, economics, medicine and biology",WOS,23,2023,Q1,2023,0.888,2023,2.030,
0928-0219,"This journal aims to present original articles on the theory, numerics and applications of inverse and ill-posed problems. These inverse and ill-posed problems arise in mathematical physics and mathematical analysis, geophysics, acoustics, electrodynamics, tomography, medicine, ecology, financial mathematics etc. Articles on the construction and justification of new numerical algorithms of inverse problem solutions are also published. Issues of the Journal of Inverse and Ill-Posed Problems contain high quality papers which have an innovative approach and topical interest.",WOS,37,2023,Q2,2023,0.546,2023,1.308,
0399-0559,"RAIRO-Operations Research is an international journal devoted to high-level pure and applied research on all aspects of operations research. All papers published in RAIRO-Operations Research are critically refereed according to international standards. Any paper will either be accepted (possibly with minor revisions) either submitted to another evaluation (after a major revision) or rejected. Every effort will be made by the Editorial Board to ensure a first answer concerning a submitted paper within three months, and a final decision in a period of time not exceeding six months. RAIRO-Operations Research contains the following types of papers: theory and methodology papers; case studies describing the solution to an actual problem arising, for example, in Transports, Telecommunications, Production Systems, Financial Planning, Computational Biology, Energy or Computer  Science; state-of-the art surveys that provide a synthesis and comprehensive review of one particular area of interest. Apart from regular issues, RAIRO-Operations Research publishes special issues which focus on an Operations Research topic of current interest or which are devoted to a selection of conference papers. The papers of these special issues will be subjected to the same rigorous refereeing process as regular submissions.",WOS,36,2023,Q3,2023,0.438,2023,2.191,
0016-0032,"The Journal of The Franklin Institute has an established reputation for publishing high-quality papers in the field of engineering and applied mathematics. Its current focus is on control systems, complex networks and dynamic systems, signal processing and communications and their applications. All submitted papers are peer-reviewed. The Journal will publish original research papers and research review papers of substance. Papers and special focus issues are judged upon possible lasting value, which has been and continues to be the strength of the Journal of The Franklin Institute.",WOS,106,2023,Q1,2023,1.191,2023,4.072,
1687-6180,"The aim of the EURASIP Journal on Advances in Signal Processing is to highlight the theoretical and practical aspects of signal processing in new and emerging technologies. The journal is directed as much at the practicing engineer as at the academic researcher. Authors of articles with novel contributions to the theory and/or practice of signal processing are welcome to submit their articles for consideration. All manuscripts undergo a rigorous review process. EURASIP Journal on Advances in Signal Processing employs a paperless, electronic review process to enable a fast and speedy turnaround in the review process. The journal is an Open Access journal since 2007.",WOS,98,2023,Q3,2023,0.477,2023,2.093,
1468-1218,"Nonlinear Analysis: Real World Applications welcomes all research articles of the highest quality with special emphasis on applying techniques of nonlinear analysis to model and to treat nonlinear phenomena with which nature confronts us. Coverage of applications includes any branch of science and technology such as solid and fluid mechanics, material science, mathematical biology and chemistry, control theory, and inverse problems. The aim of Nonlinear Analysis: Real World Applications is to publish articles which are predominantly devoted to employing methods and techniques from analysis, including partial differential equations, functional analysis, dynamical systems and evolution equations, calculus of variations, and bifurcations theory.",WOS,102,2023,Q1,2023,1.163,2023,2.179,
1063-5203,"Applied and Computational Harmonic Analysis (ACHA) is an interdisciplinary journal that publishes high-quality papers in all areas of mathematical sciences related to the applied and computational aspects of harmonic analysis, with special emphasis on innovative theoretical development, methods, and algorithms, for information processing, manipulation, understanding, and so forth. The objectives of the journal are to chronicle the important publications in the rapidly growing field of data representation and analysis, to stimulate research in relevant interdisciplinary areas, and to provide a common link among mathematical, physical, and life scientists, as well as engineers.",WOS,98,2023,Q1,2023,2.231,2023,2.734,
1534-0392,"CPAA publishes original research papers of the highest quality in all the major areas of analysis and its applications, with a central theme on theoretical and numeric differential equations. Invited expository articles are also published from time to time. It is edited by a group of energetic leaders to guarantee the journal's highest standard and closest link to the  scientific communities.",WOS,48,2023,Q2,2023,0.744,2023,1.101,
1930-8337,"Inverse Problems and Imaging publishes research articles of the highest quality that employ innovative mathematical and modeling techniques to study inverse and imaging problems arising in engineering and other sciences. Every published paper has a strong mathematical orientation employing methods from such areas as control theory, discrete mathematics, differential geometry, harmonic analysis, functional analysis, integral geometry, mathematical physics, numerical analysis, optimization, partial differential equations, and stochastic and statistical methods. The field of applications includes medical and other imaging, nondestructive testing, geophysical prospection and remote sensing as well as image analysis and image processing. This journal is committed to recording important new results in its field and will maintain the highest standards of innovation and quality. To be published in this journal, a paper must be correct, novel, nontrivial and of interest to a substantial number of researchers and readers.",WOS,45,2023,Q2,2023,0.538,2023,1.385,
1843-8121,"Scientific Annals of Computer  Science is an international journal devoted to papers in computer science with results which are formally stated and proved. It is mainly a forum for the dissemination of formal solutions of problems appearing in all areas of computer science. We only consider original work which has not been previously published in other journals, nor submitted simultaneously for publication elsewhere. Extended versions of papers which have previously appeared in conference proceedings are also considered; the authors should indicate this at the time of submission. Promoting quality over quantity, Scientific Annals of Computer Science does not consider papers outside the scope of the journal. Starting with volume 17, SACS becomes an open access journal without subscription. All articles are freely available online, offering an increased visibility and usage of their results.",WOS,11,2023,Q4,2023,0.162,2023,0.556,
2688-1594,"Electronic Research Archive (ERA), formerly known as Electronic Research Announcements in Mathematical Sciences, publishes original and expository full-length research articles of significant advances in all branches of mathematics, applied mathematics and related fields. All articles should be written to communicate their contents to a broad scientific audience and must meet high standards for scientific content and clarity. Ever since ERA was created by the American Mathematical Society in 1995, the journal has been serving well the community, with its full contents free of charge for both readers/libraries and authors. This has been an extraordinary contribution to the community by AMS and AIMS for over 20 years. To ensure the sustainability of the journal, ERA has been Open Access since 2022, and publishes monthly.",WOS,24,2023,Q2,2023,0.385,2023,1.106,
1937-1632,"Series S of Discrete and Continuous Dynamical Systems only publishes theme issues. Each issue is devoted to a specific area of the mathematical, physical and engineering sciences. This area will define a research frontier that is advancing rapidly, often bridging mathematics and sciences. DCDS-S is essential reading for mathematicians, physicists, engineers and other physical scientists. The journal is published bimonthly.",WOS,40,2023,Q2,2023,0.541,2023,1.591,
0923-5965,"Signal Processing: Image Communication is an international journal for the development of the theory and practice of image communication. Its primary objectives are the following: To present a forum for the advancement of theory and practice of image communication. To stimulate cross-fertilization between areas similar in nature which have traditionally been separated, for example, various aspects of visual communications and information systems. To contribute to a rapid information exchange between the industrial and academic environments. The editorial policy and the technical content of the journal are the responsibility of the Editor-in-Chief, the Area Editors and the Advisory Editors. The Journal is self-supporting from subscription income and contains a minimum amount of advertisements. Advertisements are subject to the prior approval of the Editor-in-Chief. The journal welcomes contributions from every country in the world. Signal Processing: Image Communication publishes articles relating to aspects of the design, implementation and use of image communication systems. The journal features original research work, tutorial and review articles, and accounts of practical developments. Subjects of interest include image/video coding, 3D video representations and compression, 3D graphics and animation compression, HDTV and 3DTV systems, video adaptation, video over IP, peer-to-peer video networking, interactive visual communication, multi-user video conferencing, wireless video broadcasting and communication, visual surveillance, 2D and 3D image/video quality measures, pre/post processing, video restoration and super-resolution, multi-camera video analysis, motion analysis, content-based image/video indexing and retrieval, face and gesture processing, video synthesis, 2D and 3D image/video acquisition and display technologies, architectures for image/video processing and communication.",WOS,99,2023,Q2,2023,0.852,2023,4.223,
0167-8655,"Pattern Recognition Letters aims at rapid publication of concise articles of a broad interest in pattern recognition. Subject areas include all the current fields of interest represented by the Technical Committees of the International Association of Pattern Recognition, and other developing themes involving learning and recognition.",WOS,181,2023,Q1,2023,1.400,2023,4.967,
2163-2480,"EECT is primarily devoted to papers on analysis and control of infinite dimensional systems with emphasis on applications to PDE's and FDEs. Topics include: * Modeling of physical systems as infinite-dimensional processes * Direct problems such as existence, regularity and well-posedness * Stability, long-time behavior and associated dynamical attractors * Indirect problems such as exact controllability, reachability theory and inverse problems * Optimization - including shape optimization - optimal control, game theory and calculus of variations * Well-posedness, stability and control of coupled systems with an interface. Free boundary problems and problems with moving interface(s) * Applications of the theory to physics, chemistry, engineering, economics, medicine and biology",WOS,23,2023,Q1,2023,0.888,2023,2.030,
1565-1339,"The International Journal of Nonlinear Sciences and Numerical Simulation publishes original papers on all subjects relevant to nonlinear sciences and numerical simulation. The journal is directed at Researchers in Nonlinear Sciences, Engineers, and Computational Scientists, Economists, and others, who either study the nature of nonlinear problems or conduct numerical simulations of nonlinear problems.",WOS,62,2023,Q3,2023,0.367,2023,1.514,
0178-2789,"The Visual Computer publishes articles on all research fields of capturing, recognizing, modelling, analysing and generating shapes and images. It includes image understanding, machine learning for graphics and 3D fabrication.",WOS,75,2023,Q2,2023,0.778,2023,4.267,
1468-1218,"Nonlinear Analysis: Real World Applications welcomes all research articles of the highest quality with special emphasis on applying techniques of nonlinear analysis to model and to treat nonlinear phenomena with which nature confronts us. Coverage of applications includes any branch of science and technology such as solid and fluid mechanics, material science, mathematical biology and chemistry, control theory, and inverse problems. The aim of Nonlinear Analysis: Real World Applications is to publish articles which are predominantly devoted to employing methods and techniques from analysis, including partial differential equations, functional analysis, dynamical systems and evolution equations, calculus of variations, and bifurcations theory.",WOS,102,2023,Q1,2023,1.163,2023,2.179,
0278-081X,"Rapid developments in the analog and digital processing of signals for communication, control, and computer systems have made the theory of electrical circuits and signal processing a burgeoning area of research and design. The aim of Circuits, Systems, and Signal Processing (CSSP) is to help meet the needs of outlets for significant research papers and state-of-the-art review articles in the area. The scope of the journal is broad, ranging from mathematical foundations to practical engineering design. It encompasses, but is not limited to, such topics as linear and nonlinear networks, distributed circuits and systems, multi-dimensional signals and systems, analog filters and signal processing, digital filters and signal processing, statistical signal processing, multimedia, computer aided design, graph theory, neural systems, communication circuits and systems, and VLSI signal processing. The Editorial Board is international, and papers are welcome from throughout the world. The journal is devoted primarily to research papers, but survey, expository, and tutorial papers are also published. Circuits, Systems, and Signal Processing (CSSP) is published twelve times annually.",WOS,63,2023,Q3,2023,0.509,2023,2.204,
1863-1703,"The journal is an interdisciplinary journal presenting the theory and practice of signal, image and video processing. It aims at: - Disseminating high level research results and engineering developments to all signal, image or video processing researchers and research groups. - Presenting practical solutions for the current signal, image and video processing problems in Engineering and Science. Subject areas covered by the journal include but are not limited to: Adaptive processing – biomedical signal processing – multimedia signal processing – communication signal processing – non-linear signal processing – array processing – statistics and statistical signal processing – modeling – filtering – data science – graph signal processing – multi-resolution signal analysis and wavelets – segmentation – coding – restoration – enhancement – storage and retrieval – colour and multi-spectral processing – scanning – displaying – printing – interpolation – image processing - video processing-motion detection and estimation – stereoscopic processing – image and video coding.",WOS,53,2023,Q2,2023,0.558,2023,3.197,
1741-5977,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
